"2015-06-14","3986341"
"2015-06-15","3217005"
"2015-06-16","3144391"
"2015-06-17","3175205"
"2015-06-18","3330045"
"2015-06-19","3703233"
"2015-06-20","4456915"
"2015-06-21","4173196"
"2015-06-22","3458220"
"2015-06-23","3216137"
"2015-06-24","3178903"
"2015-06-25","3083931"
"2015-06-26","3468143"
"2015-06-27","4050244"
"2015-06-28","3797159"
"2015-06-29","3145603"
"2015-06-30","3099430"
"2015-07-01","3010565"
"2015-07-02","3031638"
"2015-07-03","3297340"
"2015-07-04","3631004"
"2015-07-05","3582343"
"2015-07-06","3271456"
"2015-07-07","3243462"
"2015-07-08","3245559"
"2015-07-09","3223308"
"2015-07-10","3341012"
"2015-07-11","3595998"
"2015-07-12","3544172"
"2015-07-13","3160440"
"2015-07-14","3104498"
"2015-07-15","3054096"
"2015-07-16","3089466"
"2015-07-17","3267305"
"2015-07-18","3580576"
"2015-07-19","3471132"
"2015-07-20","3185054"
"2015-07-21","3179529"
"2015-07-22","3201873"
"2015-07-23","3177877"
"2015-07-24","3291630"
"2015-07-25","3484413"
"2015-07-26","3401659"
"2015-07-27","3093087"
"2015-07-28","3070739"
"2015-07-29","3127609"
"2015-07-30","3262136"
"2015-07-31","3615029"
"2015-08-01","3932577"
"2015-08-02","3810046"
"2015-08-03","3558755"
"2015-08-04","3457900"
"2015-08-05","3367108"
"2015-08-06","3355645"
"2015-08-07","3369035"
"2015-08-08","3542231"
"2015-08-09","3441968"
"2015-08-10","3174053"
"2015-08-11","3084234"
"2015-08-12","3073242"
"2015-08-13","3086442"
"2015-08-14","3261468"
"2015-08-15","3501125"
"2015-08-16","3411329"
"2015-08-17","3010976"
"2015-08-18","2915747"
"2015-08-19","2790865"
"2015-08-20","2761046"
"2015-08-21","3016429"
"2015-08-22","3506273"
"2015-08-23","3407339"
"2015-08-24","3201770"
"2015-08-25","3081512"
"2015-08-26","3091080"
"2015-08-27","3183047"
"2015-08-28","3461845"
"2015-08-29","4079604"
"2015-08-30","3909387"
"2015-08-31","2982237"
